14, 0.0027124881744384766
460, 0.1027531623840332
1314, 0.314547061920166
52, 0.18476009368896484
1116, 0.533677339553833
78, 0.312666654586792
2566, 0.7541055679321289
136, 0.6229965686798096
2730, 0.8878738880157471
180, 0.9511973857879639
234, 0.9868185520172119
214, 1.0121078491210938
1444, 1.1276259422302246
204, 1.1046521663665771
262, 1.266706943511963
206, 1.2318882942199707
5658, 1.4921584129333496
272, 1.2880327701568604
726, 1.5151798725128174
398, 1.6467697620391846
342, 1.59544038772583
322, 1.690875768661499
322, 1.672008752822876
454, 1.9451923370361328
482, 1.9979844093322754
3476, 1.8178744316101074
406, 1.9957385063171387
374, 2.075977325439453
3152, 2.129894495010376
696, 1.9559032917022705
552, 2.2832071781158447
510, 2.252286195755005
668, 2.667722702026367
4808, 2.700191020965576
724, 2.7160909175872803
670, 2.7454075813293457
542, 2.6655631065368652
646, 3.0039525032043457
3476, 3.215637683868408
5410, 3.3494362831115723
1602, 3.466630697250366
860, 3.3799002170562744
856, 3.4805948734283447
844, 3.368966579437256
9926, 3.5952870845794678
2170, 3.410947322845459
1062, 3.645753860473633
1002, 3.7362241744995117
942, 3.829785108566284
1012, 3.958686351776123
1080, 4.025089740753174
2766, 4.074436902999878
1116, 4.22762393951416
1058, 4.064868450164795
1232, 4.20768666267395
1178, 4.388463973999023
1102, 4.359286546707153
1210, 4.421117067337036
1320, 4.469462633132935
1364, 4.529645919799805
8514, 4.54986310005188
1344, 4.452401876449585
1520, 4.708666801452637
1218, 4.55125617980957
3412, 4.622691631317139
1408, 4.8504393100738525
1462, 4.722843408584595
1580, 4.9828715324401855
1456, 4.91460108757019
1688, 5.080675840377808
1598, 4.9387171268463135
1632, 5.092383623123169
1848, 5.333200931549072
2106, 5.233177185058594
2960, 5.387735843658447
8686, 5.551111459732056
2748, 5.404875755310059
1854, 5.501752614974976
2030, 5.689455509185791
4330, 5.729651689529419
1982, 5.717859745025635
7760, 5.692179918289185
4012, 5.788880109786987
5584, 5.920440435409546
2814, 6.003045082092285
4424, 6.085468769073486
2614, 6.232273578643799
3358, 6.195660829544067
2418, 6.198415040969849
5680, 6.4212257862091064
4048, 6.518503665924072
3526, 6.601977109909058
5128, 6.5005505084991455
10826, 6.876841306686401
5512, 6.684255361557007
7994, 7.054187536239624
7070, 6.921984910964966
9876, 7.292595863342285
7622, 7.312893390655518
7826, 7.370521783828735
